OBJECTID,GEOID,TRACTCE,HUD_QCT,spa,sup_dist,Shape__Area,Shape__Length
320,06037501900,501900,No,SPA 7 - East,District 4,14855412.4423828,16926.9608046303
321,06037533503,533503,Yes,SPA 7 - East,District 4,1868585.69238281,5864.10180156891
322,06037543702,543702,No,SPA 8 - South Bay,District 2,14161189.2207031,15096.0207503668
323,06037553902,553902,No,SPA 6 - South,District 4,11365367.25,14750.9938178162
324,06037570304,570304,No,SPA 8 - South Bay,District 4,6152452.60742188,13783.2818384858
325,06037620303,620303,No,SPA 8 - South Bay,District 2,12466522.5996094,15940.4254174015
326,06037403801,403801,No,SPA 3 - San Gabriel,District 5,20265001.6757813,21698.4379878179
327,06037408134,408134,No,SPA 3 - San Gabriel,District 1,9515502.53417969,12212.8544650898
328,06037408135,408135,No,SPA 3 - San Gabriel,District 1,12162527.9697266,17450.3428794029
329,06037408212,408212,No,SPA 3 - San Gabriel,District 1,30689587.2470703,22683.8183955978
330,06037408301,408301,No,SPA 3 - San Gabriel,District 1,22445688.828125,22581.0972418494
331,06037408302,408302,No,SPA 3 - San Gabriel,District 1,36227876.2509766,32681.3483705216
332,06037603703,603703,No,SPA 8 - South Bay,District 2,7017997.03515625,10877.3539754571
333,06037460800,460800,No,SPA 3 - San Gabriel,District 5,72582804.3427734,42249.7393535263
334,06037106112,106112,No,SPA 2 - San Fernando,District 3,34685911.9121094,50011.7045552522
335,06037106113,106113,No,SPA 2 - San Fernando,District 3,15535764.4160156,19829.4070253054
336,06037106114,106114,No,SPA 2 - San Fernando,District 3,10925249.1054688,17235.9085702931
337,06037106403,106403,No,SPA 2 - San Fernando,District 3,11899848.7216797,14300.5664002265
338,06037101300,101300,No,SPA 2 - San Fernando,District 5,27781674.2802734,29387.0050151545
339,06037103101,103101,No,SPA 2 - San Fernando,District 5,21846686.8544922,25422.1276369579
340,06037103102,103102,No,SPA 2 - San Fernando,District 5,13357089.84375,16530.3942608672
341,06037103400,103400,No,SPA 2 - San Fernando,District 5,26915585.2939453,24999.1652523576
342,06037104103,104103,No,SPA 2 - San Fernando,District 5,10215165.9941406,13241.1920640884
343,06037104105,104105,No,SPA 2 - San Fernando,District 3,6293076.97558594,11640.189492789
344,06037106510,106510,No,SPA 2 - San Fernando,District 3,61533855.3310547,37123.4556997574
345,06037106520,106520,No,SPA 2 - San Fernando,District 3,23741526.4511719,19779.3007119819
346,06037106604,106604,No,SPA 2 - San Fernando,District 3,28203053.5917969,26326.1705501162
347,06037106641,106641,No,SPA 2 - San Fernando,District 3,12221119.8564453,19091.7847071132
348,06037910605,910605,No,SPA 1 - Antelope Valley,District 5,14529007.2558594,16156.2196667974
349,06037910714,910714,No,SPA 1 - Antelope Valley,District 5,10804986.9658203,13480.6614115136
350,06037910813,910813,No,SPA 1 - Antelope Valley,District 5,888221338.055664,167257.099824749
351,06037911001,911001,No,SPA 1 - Antelope Valley,District 5,4026506710.79492,354211.05723896
352,06037570403,570403,Yes,SPA 8 - South Bay,District 4,6143145.38183594,10592.8620109635
353,06037900201,900201,Yes,SPA 1 - Antelope Valley,District 5,2534000168.57031,230016.209874501
354,06037920114,920114,No,SPA 2 - San Fernando,District 5,30513570.5458984,36655.2313278074
355,06037404503,404503,No,SPA 3 - San Gabriel,District 1,7069241.48046875,10733.0288484757
356,06037402801,402801,Yes,SPA 3 - San Gabriel,District 1,19463716.2558594,21962.576260925
357,06037403901,403901,No,SPA 3 - San Gabriel,District 5,13539516.9863281,16955.1579121569
358,06037403902,403902,No,SPA 3 - San Gabriel,District 5,22743689.3271484,18644.0430573239
359,06037404000,404000,No,SPA 3 - San Gabriel,District 1,14214000.7636719,16043.4697377122
360,06037404100,404100,No,SPA 3 - San Gabriel,District 1,14517892.8095703,16224.373140055
361,06037404301,404301,No,SPA 3 - San Gabriel,District 1,11920269.5742188,13965.5928811889
362,06037404302,404302,No,SPA 3 - San Gabriel,District 1,6627701.89257813,10366.200522386
363,06037404401,404401,No,SPA 3 - San Gabriel,District 1,15612529.5400391,20034.4975404654
364,06037431200,431200,No,SPA 3 - San Gabriel,District 5,15946058.6044922,20346.9104742913
365,06037431300,431300,No,SPA 3 - San Gabriel,District 5,8756426.38378906,14342.4164263668
366,06037431400,431400,No,SPA 3 - San Gabriel,District 5,19313999.3789063,21281.1248201965
367,06037431600,431600,No,SPA 3 - San Gabriel,District 5,22174843.3164063,22281.2074555489
368,06037113232,113232,No,SPA 2 - San Fernando,District 3,22234608.0097656,23602.8888472749
369,06037113233,113233,No,SPA 2 - San Fernando,District 3,12312299.59375,16704.3350135309
370,06037113234,113234,No,SPA 2 - San Fernando,District 3,11009763.3173828,16791.6076989613
371,06037431700,431700,No,SPA 3 - San Gabriel,District 5,34068805.2929688,23852.0918878582
372,06037402902,402902,Yes,SPA 3 - San Gabriel,District 1,19861682.875,20771.7790587899
373,06037403000,403000,No,SPA 3 - San Gabriel,District 1,26031458.9794922,25904.900868828
374,06037403200,403200,Yes,SPA 3 - San Gabriel,District 1,27116290.9472656,23851.7270691115
375,06037403304,403304,No,SPA 3 - San Gabriel,District 1,39262104.1767578,28219.7383976483
376,06037403305,403305,No,SPA 3 - San Gabriel,District 1,15948004.9179688,16251.1075623634
377,06037403312,403312,No,SPA 3 - San Gabriel,District 1,74872863.9082031,37775.0250151717
378,06037404402,404402,No,SPA 3 - San Gabriel,District 1,36231952.8134766,28016.4539493552
379,06037404702,404702,No,SPA 3 - San Gabriel,District 1,12445835.1855469,16228.6206018962
380,06037404703,404703,Yes,SPA 3 - San Gabriel,District 1,14169381.171875,23655.8088270348
381,06037404801,404801,No,SPA 3 - San Gabriel,District 1,14997926.9394531,17210.3023296051
382,06037404802,404802,No,SPA 3 - San Gabriel,District 1,11219898.7636719,15474.9239417123
383,06037404803,404803,No,SPA 3 - San Gabriel,District 1,5254537.31933594,14235.1593702483
384,06037404903,404903,No,SPA 3 - San Gabriel,District 1,5870169.23144531,10537.5695153335
385,06037462600,462600,No,SPA 3 - San Gabriel,District 5,11286691.0371094,15930.8083302682
386,06037117405,117405,Yes,SPA 2 - San Fernando,District 3,2172354.12402344,5943.24060922375
387,06037117301,117301,No,SPA 2 - San Fernando,District 3,14335348.9482422,16182.3755057874
388,06037103300,103300,No,SPA 2 - San Fernando,District 5,66105762.0673828,37338.6861621306
389,06037910807,910807,No,SPA 2 - San Fernando,District 5,59306318.7363281,38456.9864610387
390,06037920331,920331,No,SPA 2 - San Fernando,District 5,16198902.7851563,16734.5543349532
391,06037920332,920332,No,SPA 2 - San Fernando,District 5,45969371.2324219,36354.7352415026
392,06037910205,910205,No,SPA 1 - Antelope Valley,District 5,314673388.295898,80632.300810411
393,06037405001,405001,No,SPA 3 - San Gabriel,District 1,18315694.2792969,19373.8453599414
394,06037405002,405002,No,SPA 3 - San Gabriel,District 1,9594232.6484375,12793.7270063145
395,06037405102,405102,No,SPA 3 - San Gabriel,District 1,10363378.2285156,15579.7993887546
396,06037405201,405201,No,SPA 3 - San Gabriel,District 1,14596830.7568359,17914.5183202662
397,06037405202,405202,No,SPA 3 - San Gabriel,District 1,10260640.5664063,13428.7538663826
398,06037405203,405203,No,SPA 3 - San Gabriel,District 1,7742330.34667969,13629.3329536509
399,06037408401,408401,No,SPA 3 - San Gabriel,District 1,12473307.5771484,17022.3764043328
400,06037408501,408501,No,SPA 3 - San Gabriel,District 1,9299052.15527344,16427.9844447473
401,06037431800,431800,No,SPA 3 - San Gabriel,District 5,15961151.9052734,16098.6221907689
402,06037431900,431900,No,SPA 3 - San Gabriel,District 5,11507648.7304688,14771.4675937135
403,06037432000,432000,No,SPA 3 - San Gabriel,District 5,24093982.9355469,24941.0081700694
404,06037432101,432101,No,SPA 3 - San Gabriel,District 5,12619282.6728516,14413.6962830556
405,06037432102,432102,No,SPA 3 - San Gabriel,District 5,20204913.2871094,18682.7194680536
406,06037432201,432201,No,SPA 3 - San Gabriel,District 1,12398188.6748047,15512.6366846864
407,06037432202,432202,No,SPA 3 - San Gabriel,District 1,14890793.5234375,20130.1179622611
408,06037460900,460900,No,SPA 3 - San Gabriel,District 5,26407337.6328125,25260.5885017345
409,06037461000,461000,No,SPA 3 - San Gabriel,District 5,19678736.2871094,25428.8286513818
410,06037461100,461100,No,SPA 3 - San Gabriel,District 5,21082307.8037109,19661.2885531315
411,06037400402,400402,No,SPA 3 - San Gabriel,District 5,47208787.5898438,40491.7019810589
412,06037403316,403316,No,SPA 3 - San Gabriel,District 1,31516607.6513672,28183.913208247
413,06037403318,403318,No,SPA 3 - San Gabriel,District 1,36258882.6494141,30428.6135633422
414,06037403319,403319,No,SPA 3 - San Gabriel,District 1,24047603.5761719,19931.0177298135
415,06037403320,403320,No,SPA 3 - San Gabriel,District 1,42191326.0214844,29228.5882389211
416,06037405400,405400,No,SPA 3 - San Gabriel,District 1,14504584.6630859,20424.5699714509
417,06037405500,405500,No,SPA 3 - San Gabriel,District 1,19971483.1015625,20090.1946967755
418,06037408624,408624,No,SPA 3 - San Gabriel,District 1,14821270.2861328,18438.7825164915
419,06037408625,408625,No,SPA 3 - San Gabriel,District 1,23025105.2207031,20528.2175574981
420,06037408626,408626,No,SPA 3 - San Gabriel,District 1,26738122.8300781,26291.4035941916
421,06037432300,432300,No,SPA 3 - San Gabriel,District 1,21330284.1484375,20234.793110136
422,06037432401,432401,No,SPA 3 - San Gabriel,District 1,11294826.0556641,18557.7395694548
423,06037432402,432402,No,SPA 3 - San Gabriel,District 1,16204156.046875,18801.1078397305
424,06037432500,432500,No,SPA 3 - San Gabriel,District 1,30310905.3291016,25644.3299332074
425,06037432601,432601,No,SPA 3 - San Gabriel,District 1,15121523.0292969,17344.5355930394
426,06037461200,461200,No,SPA 3 - San Gabriel,District 5,26451696.7294922,27931.1204710193
427,06037461300,461300,No,SPA 3 - San Gabriel,District 5,20989479.1679688,29192.8219262387
428,06037461400,461400,No,SPA 3 - San Gabriel,District 5,10939335.9384766,15871.3995306062
429,06037461600,461600,No,SPA 3 - San Gabriel,District 5,17884091.1914063,18010.6196089032
430,06037901003,901003,No,SPA 1 - Antelope Valley,District 5,28035970.2148438,21202.3997548962
431,06037576401,576401,Yes,SPA 8 - South Bay,District 4,3488157.55761719,7928.1387231827
432,06037572002,572002,No,SPA 8 - South Bay,District 4,11260956.8115234,13979.3347700551
433,06037570502,570502,No,SPA 8 - South Bay,District 4,21506007.8515625,19952.4513540375
434,06037504102,504102,No,SPA 7 - East,District 4,69535688.9492188,61340.7174343541
435,06037542501,542501,Yes,SPA 6 - South,District 2,6299647.17675781,12013.5388719487
436,06037461700,461700,No,SPA 3 - San Gabriel,District 5,23766381.9130859,27778.0984282987
437,06037403321,403321,No,SPA 3 - San Gabriel,District 1,72152881.6396484,42407.3214207344
438,06037405600,405600,No,SPA 3 - San Gabriel,District 1,22613541.7802734,23814.6589798921
439,06037408303,408303,No,SPA 3 - San Gabriel,District 1,18600408.3232422,25044.6252198329
440,06037408627,408627,No,SPA 3 - San Gabriel,District 1,34464539.0927734,32304.0202928527
441,06037408628,408628,No,SPA 3 - San Gabriel,District 1,26485791.359375,25996.8754807258
442,06037405800,405800,No,SPA 3 - San Gabriel,District 1,20400557.6083984,20940.4232655143
443,06037405900,405900,No,SPA 3 - San Gabriel,District 1,14207766.3857422,15926.1294612316
444,06037117530,117530,No,SPA 2 - San Fernando,District 3,5993764.5625,9950.7604449906
445,06037119310,119310,No,SPA 2 - San Fernando,District 3,4615196.73925781,10049.0506596942
446,06037406000,406000,No,SPA 3 - San Gabriel,District 1,20545430.6845703,26186.2305211751
447,06037406101,406101,No,SPA 3 - San Gabriel,District 1,14941208.546875,17618.5169310835
448,06037406200,406200,No,SPA 3 - San Gabriel,District 1,20464049.4960938,26507.8664211194
449,06037408629,408629,No,SPA 3 - San Gabriel,District 1,18918930.1074219,19794.9274013907
450,06037408704,408704,No,SPA 3 - San Gabriel,District 1,12317293.3183594,16729.3740874389
451,06037221602,221602,Yes,SPA 6 - South,District 2,5627264.42285156,12004.5075179414
452,06037234902,234902,Yes,SPA 6 - South,District 2,4819302.62109375,9961.99756161397
453,06037236203,236203,Yes,SPA 6 - South,District 2,3652628.95117188,10831.8530296014
454,06037236204,236204,Yes,SPA 6 - South,District 2,2474291.24511719,6697.41743654988
455,06037237101,237101,Yes,SPA 6 - South,District 2,6769968.67480469,10352.1863624444
456,06037237202,237202,Yes,SPA 6 - South,District 2,11932147.546875,14393.4155287362
457,06037119340,119340,Yes,SPA 2 - San Fernando,District 3,1314702.02441406,4632.27868164021
458,06037408705,408705,No,SPA 3 - San Gabriel,District 1,20753732.4121094,19115.0927967202
459,06037432602,432602,No,SPA 3 - San Gabriel,District 1,11457803.0644531,14750.7979383346
460,06037432700,432700,Yes,SPA 3 - San Gabriel,District 1,20191937.6806641,22615.9607170066
461,06037432801,432801,Yes,SPA 3 - San Gabriel,District 1,8595380.7421875,13412.8504945967
462,06037432802,432802,Yes,SPA 3 - San Gabriel,District 1,6369752.52441406,11756.4936636753
463,06037432902,432902,No,SPA 3 - San Gabriel,District 1,11667565.9960938,14801.122891644
464,06037237401,237401,Yes,SPA 6 - South,District 2,5555453.76757813,9560.84363432679
465,06037237402,237402,No,SPA 6 - South,District 2,5610585.79296875,9623.63871838926
466,06037239202,239202,Yes,SPA 6 - South,District 2,13730941.2783203,15869.3904720442
467,06037239501,239501,Yes,SPA 6 - South,District 2,5104495.24804688,10575.5848559965
468,06037239502,239502,Yes,SPA 6 - South,District 2,5499624.16015625,10820.8885463167
469,06037239602,239602,Yes,SPA 6 - South,District 2,3854522.01660156,9274.98296675598
470,06037239701,239701,Yes,SPA 6 - South,District 2,4409986.96972656,9489.69473721034
471,06037214502,214502,No,SPA 4 - Metro,District 2,2779095.37304688,7902.84134305644
472,06037214902,214902,No,SPA 4 - Metro,District 3,5459239.50488281,9792.04520556477
473,06037234501,234501,No,SPA 6 - South,District 2,8092378.41210938,12751.3460182685
474,06037234502,234502,Yes,SPA 6 - South,District 2,5864850.86523438,11665.446044092
475,06037265201,265201,No,SPA 5 - West,District 3,4723324.72070313,11887.3929784185
476,06037275101,275101,No,SPA 5 - West,District 2,3705137.43554688,10261.606717159
477,06037275602,275602,No,SPA 5 - West,District 2,27843358.6845703,28288.1954442693
478,06037119700,119700,No,SPA 2 - San Fernando,District 3,14103370.6445313,20314.1748796317
479,06037119800,119800,No,SPA 2 - San Fernando,District 3,13368484.8232422,14937.4460595641
480,06037119900,119900,No,SPA 2 - San Fernando,District 3,11324965.7646484,14653.142244738
481,06037120020,120020,Yes,SPA 2 - San Fernando,District 3,5942812.02539063,16255.3382949257
482,06037120030,120030,Yes,SPA 2 - San Fernando,District 3,3859868.59375,7918.14796918772
483,06037462100,462100,Yes,SPA 3 - San Gabriel,District 5,11236050.8144531,13716.960536712
484,06037462400,462400,No,SPA 3 - San Gabriel,District 5,14165397.5390625,15479.2840757978
485,06037295103,295103,No,SPA 8 - South Bay,District 4,22155300.7929688,25554.1075475694
486,06037102103,102103,No,SPA 2 - San Fernando,District 5,12770232.6572266,16349.9350019716
487,06037533001,533001,Yes,SPA 7 - East,District 2,5141720.33007813,11047.1600648516
488,06037536104,536104,No,SPA 7 - East,District 4,21133244.5126953,26175.1818937354
489,06037600304,600304,Yes,SPA 8 - South Bay,District 2,4798305.85742188,9662.24028887019
490,06037602302,602302,No,SPA 8 - South Bay,District 2,20854914.7158203,22541.8221158447
491,06037602508,602508,No,SPA 8 - South Bay,District 2,6970520.75292969,10566.583126434
492,06037602509,602509,No,SPA 8 - South Bay,District 2,22818516.4853516,23561.351601719
493,06037602801,602801,Yes,SPA 8 - South Bay,District 2,13495609.5195313,15771.1836975903
494,06037910715,910715,No,SPA 1 - Antelope Valley,District 5,21389715.5634766,21469.711000288
495,06037104201,104201,No,SPA 2 - San Fernando,District 3,11732652.0878906,14811.3534061368
496,06037910716,910716,No,SPA 1 - Antelope Valley,District 5,26553884.3623047,24707.1450355906
497,06037104310,104310,No,SPA 2 - San Fernando,District 3,16237239.8916016,19099.5181658095
498,06037104320,104320,Yes,SPA 2 - San Fernando,District 3,13046503.2304688,14607.5550580413
499,06037104401,104401,No,SPA 2 - San Fernando,District 3,7330831.84960938,12432.0534515166
500,06037124700,124700,No,SPA 2 - San Fernando,District 3,14659019.7841797,17855.5098085667
501,06037602802,602802,No,SPA 8 - South Bay,District 2,14373617.2783203,16036.5066225886
502,06037603006,603006,No,SPA 8 - South Bay,District 2,7401009.55566406,10962.7239084427
503,06037603801,603801,No,SPA 8 - South Bay,District 2,7175831.77539063,10842.804783328
504,06037700101,700101,No,SPA 4 - Metro,District 3,7255626.47851563,13621.8146148264
505,06037700501,700501,No,SPA 4 - Metro,District 3,6432974.24023438,15056.9543688644
506,06037700502,700502,No,SPA 4 - Metro,District 3,5425279.8359375,10805.4210343557
507,06037700801,700801,No,SPA 5 - West,District 3,15658674.9130859,20079.4620496028
508,06037700802,700802,No,SPA 5 - West,District 3,7378800.61132813,15098.8125152209
509,06037701402,701402,No,SPA 5 - West,District 3,11556601.7958984,15105.5811655597
510,06037406901,406901,No,SPA 3 - San Gabriel,District 1,10311577.1132813,16258.0007281649
